column,pct_missing,n
entity_id,0.0,549
source,0.0,549
source_native_id,0.0,549
entity_type,0.0,549
name_or_title,0.0,549
description_text,1.0,549
url,0.0,549
created_at,0.0,549
retrieved_at,0.0,549
author_handle,1.0,549
maker_count,1.0,549
metric_primary,1.0,549
metric_secondary,1.0,549
revenue_signal,1.0,549
category_raw,1.0,549
structural_signal,1.0,549
intentional_signal,1.0,549
leverage_signal,1.0,549
is_solopreneur_candidate,1.0,549
labeling_method,1.0,549
raw_source_path,0.0,549
