model,dv,iv,n_obs,n_countries,coef,se_clustered_country,ci_low,ci_high,p_value,r2_within
PanelOLS_2way_FE,self_employed_pct_total,internet_users_pct,4119,213,-0.027837369956678133,0.011951104228116821,-0.0512684017974337,-0.004406338115922566,0.019895669026552598,0.1729498151658727
